-0.997497,-0.613392,0.170019,-0.299417,0.64568,-0.651784,0.421003,-0.39201,-0.817194,-0.705374,0.97705,-0.761834,-0.982177,0.0633259,0.203528,-0.667531,-0.0984222,-0.885922,0.566637,0.0397656,
-0.962648,-0.589232,0.184999,-0.283688,0.620584,-0.629132,0.433061,-0.393652,-0.809442,-0.710949,0.956329,-0.759977,-0.968968,0.0500119,0.204615,-0.656415,-0.0795978,-0.85448,0.577622,0.0238038,
-0.941369,-0.598586,0.175437,-0.309505,0.623385,-0.632755,0.435846,-0.385224,-0.826879,-0.744975,0.978466,-0.760361,-0.945872,0.0422181,0.201903,-0.642191,-0.0479128,-0.846061,0.568246,-0.00118778,
-0.944584,-0.589893,0.167463,-0.31083,0.602814,-0.609742,0.443615,-0.416713,-0.807252,-0.737571,0.962913,-0.778287,-0.948103,0.0113169,0.209763,-0.648375,-0.0768706,-0.839363,0.585177,-0.0284256,
-0.959749,-0.604583,0.160068,-0.295671,0.601946,-0.603012,0.425384,-0.444581,-0.797316,-0.742995,0.959053,-0.785954,-0.942441,0.00577532,0.195945,-0.668764,-0.11832,-0.850237,0.595192,-0.0227619,
-0.948673,-0.615951,0.157378,-0.297986,0.619281,-0.607528,0.41359,-0.423546,-0.797835,-0.738193,0.926264,-0.789073,-0.983333,0.00524735,0.168057,-0.653891,-0.154655,-0.86993,0.593067,-0.0219849,
-0.960807,-0.624744,0.172935,-0.278833,0.609368,-0.58823,0.439794,-0.412552,-0.774057,-0.728087,0.916036,-0.782678,-0.999463,0.00295419,0.157081,-0.681693,-0.166475,-0.88005,0.581497,-0.00731956,
-0.926988,-0.616476,0.16102,-0.301721,0.577954,-0.584691,0.412405,-0.419971,-0.756657,-0.722567,0.931097,-0.791186,-0.975785,0.0313419,0.172907,-0.677392,-0.160714,-0.869261,0.578038,0.011832,
-0.938679,-0.585448,0.19002,-0.307187,0.56667,-0.587491,0.451448,-0.433025,-0.758149,-0.750205,0.936581,-0.757648,-0.976031,0.0460219,0.206912,-0.687614,-0.184241,-0.856675,0.604093,-0.0260591,
-0.897642,-0.590504,0.172798,-0.291584,0.602244,-0.591299,0.475351,-0.436419,-0.789763,-0.753694,0.938231,-0.727236,-1.01068,0.0229933,0.196557,-0.673699,-0.167926,-0.84698,0.610914,-0.00280709,
-0.901121,-0.607493,0.14912,-0.295104,0.605241,-0.589692,0.514768,-0.425203,-0.783793,-0.731997,0.922625,-0.769944,-1.03541,0.0241487,0.227037,-0.629262,-0.166172,-0.882277,0.617653,0.0220856,
-0.927452,-0.623451,0.115099,-0.324002,0.613346,-0.556675,0.508433,-0.416847,-0.786422,-0.694226,0.934436,-0.767498,-1.00498,0.0260537,0.244935,-0.626944,-0.156927,-0.875643,0.616432,-0.0201721,
-0.947171,-0.617508,0.114682,-0.292046,0.594167,-0.579942,0.496053,-0.387524,-0.785997,-0.710228,0.925726,-0.749508,-0.987674,-0.0129862,0.238925,-0.679393,-0.127152,-0.871405,0.599446,-0.0384777,
-0.944583,-0.633509,0.108147,-0.26619,0.562581,-0.590822,0.483214,-0.377639,-0.781792,-0.702888,0.932271,-0.783812,-0.985065,-0.0525791,0.242501,-0.699468,-0.12877,-0.857145,0.583097,-0.0568908,
-0.934793,-0.629354,0.132657,-0.301462,0.597598,-0.575978,0.533343,-0.371548,-0.778229,-0.707172,0.931911,-0.826059,-0.982396,-0.041615,0.193736,-0.72466,-0.150068,-0.852406,0.584169,-0.0588873,
-0.901213,-0.628058,0.149825,-0.310063,0.593757,-0.595811,0.521667,-0.356517,-0.789573,-0.720864,0.939939,-0.813497,-0.994345,-0.0863656,0.207083,-0.690721,-0.127584,-0.839136,0.583016,-0.0858467,
-0.898541,-0.655531,0.135324,-0.289699,0.58207,-0.574568,0.506247,-0.32588,-0.820087,-0.71203,0.936515,-0.807992,-0.951274,-0.120281,0.212183,-0.639536,-0.103454,-0.818834,0.588802,-0.114746,
-0.886192,-0.670074,0.165527,-0.276126,0.57548,-0.547202,0.471004,-0.351442,-0.784664,-0.708213,0.941119,-0.793255,-0.910966,-0.120529,0.234732,-0.646185,-0.0932261,-0.801424,0.561749,-0.120084,
-0.89722,-0.648588,0.176158,-0.264909,0.61386,-0.527917,0.475797,-0.37007,-0.774936,-0.692326,0.949027,-0.771291,-0.880803,-0.11624,0.234358,-0.67024,-0.0691537,-0.81085,0.547441,-0.125018,
-0.907691,-0.634524,0.148006,-0.267404,0.603532,-0.52545,0.448529,-0.369526,-0.755822,-0.710281,0.964819,-0.803074,-0.855441,-0.15347,0.254546,-0.656274,-0.0639418,-0.792377,0.578146,-0.12672,
-0.931532,-0.632524,0.194652,-0.265957,0.62633,-0.510072,0.414281,-0.338511,-0.737581,-0.715323,0.927926,-0.83843,-0.834927,-0.141881,0.239581,-0.648603,-0.0799768,-0.786629,0.576156,-0.140948,
-0.945857,-0.634795,0.187219,-0.233327,0.63319,-0.537301,0.396481,-0.345929,-0.708308,-0.714095,0.925207,-0.82014,-0.828307,-0.148157,0.273533,-0.645227,-0.0890158,-0.775326,0.574194,-0.170846,
