0.127171,0.617481,-0.0402539,0.791925,0.49321,0.717887,0.0270699,-0.970031,-0.271096,-0.668203,-0.108615,-0.990661,-0.24424,0.142369,0.214331,0.32609,-0.295755,0.215369,0.605213,-0.3961,
0.13896,0.609024,-0.0326774,0.738828,0.508524,0.713899,0.0247768,-0.982214,-0.245559,-0.679177,-0.0823054,-0.985429,-0.254831,0.141499,0.21829,0.298201,-0.290061,0.190832,0.614263,-0.378688,
0.119707,0.621325,-0.0215815,0.716936,0.487824,0.702481,-0.00623432,-0.975982,-0.215322,-0.65674,-0.0980047,-0.99453,-0.227454,0.162224,0.20784,0.293543,-0.284799,0.194389,0.625754,-0.389747,
0.109635,0.625165,-0.0121909,0.751189,0.472522,0.684274,0.00208075,-0.966937,-0.204371,-0.662252,-0.0906003,-0.971203,-0.223551,0.142603,0.230999,0.304922,-0.281387,0.153226,0.653473,-0.370956,
0.109358,0.589831,-0.0300497,0.775672,0.466795,0.681935,0.0467751,-0.989203,-0.208897,-0.635139,-0.0564812,-1.00097,-0.194071,0.113954,0.258928,0.328028,-0.275411,0.165509,0.669148,-0.362053,
0.108317,0.554733,-0.062804,0.804373,0.489317,0.703787,0.0429109,-0.98512,-0.187271,-0.642217,-0.0387591,-1.03678,-0.196182,0.11356,0.281485,0.355777,-0.285042,0.150131,0.673796,-0.321955,
0.0996588,0.551176,-0.0380737,0.789599,0.486395,0.672615,0.0514689,-0.932314,-0.193639,-0.646854,-0.0385791,-1.03657,-0.198567,0.132536,0.271708,0.325329,-0.293055,0.166613,0.672964,-0.282219,
0.13649,0.549283,-0.0624329,0.783045,0.481524,0.654634,0.0811567,-0.913096,-0.200081,-0.622982,-0.0375274,-1.00813,-0.180309,0.153849,0.274174,0.312748,-0.32744,0.140146,0.650888,-0.297853,
0.124545,0.565082,-0.0664632,0.774513,0.45633,0.683602,0.0791247,-0.9512,-0.232385,-0.598949,-0.0361315,-1.02628,-0.148388,0.135499,0.272292,0.31032,-0.345606,0.126819,0.638561,-0.300451,
0.0862703,0.582756,-0.0809149,0.783305,0.497937,0.67509,0.0855953,-0.920864,-0.244404,-0.576212,-0.0534617,-1.00747,-0.138749,0.153858,0.289478,0.281525,-0.34718,0.133967,0.610686,-0.318701,
0.111308,0.587032,-0.0889578,0.817247,0.507722,0.645913,0.0873867,-0.953279,-0.236011,-0.58788,-0.0328074,-1.02665,-0.145982,0.162155,0.299256,0.268679,-0.340397,0.110703,0.626563,-0.331215,
0.0883737,0.560731,-0.0795245,0.834395,0.526493,0.653721,0.105354,-0.965344,-0.239648,-0.602102,-0.0384722,-1.04152,-0.166584,0.139124,0.319254,0.288209,-0.387084,0.0835957,0.629865,-0.336714,
0.0735704,0.542491,-0.0867531,0.842384,0.531065,0.671726,0.090734,-0.975795,-0.240469,-0.615281,-0.00863918,-1.00913,-0.180822,0.162813,0.304106,0.308607,-0.39124,0.0925053,0.642322,-0.346545,
0.070076,0.559622,-0.0805133,0.830428,0.517238,0.653611,0.0853877,-0.993667,-0.255071,-0.600161,-0.00934782,-1.01979,-0.218187,0.144537,0.332273,0.326026,-0.376213,0.101569,0.646317,-0.324554,
0.0342564,0.571132,-0.0930387,0.788988,0.524198,0.643583,0.0609601,-0.984095,-0.233822,-0.613732,-0.0145537,-0.993363,-0.21144,0.158003,0.34175,0.312541,-0.395461,0.100356,0.651385,-0.339302,
0.0431867,0.555905,-0.086639,0.792093,0.4953,0.626575,0.0919407,-1.01646,-0.251794,-0.609992,-0.0372893,-1.00287,-0.184254,0.138568,0.349698,0.292057,-0.381913,0.0901669,0.639615,-0.353612,
0.0385595,0.561041,-0.0675204,0.757312,0.51028,0.613623,0.0776281,-1.01991,-0.253267,-0.582551,-0.0369079,-1.01045,-0.197455,0.167687,0.330966,0.318882,-0.400929,0.0904947,0.644966,-0.356475,
0.00202216,0.565339,-0.07069,0.778391,0.483857,0.61738,0.0680129,-1.01114,-0.254848,-0.542074,-0.0274392,-1.00069,-0.198845,0.157479,0.330538,0.33395,-0.371837,0.100642,0.621482,-0.342289,
0.0169073,0.532948,-0.0809583,0.765531,0.505752,0.612798,0.0485488,-1.01963,-0.232171,-0.553578,-0.0120157,-1.01623,-0.201621,0.190483,0.344869,0.353706,-0.403088,0.11149,0.635417,-0.36245,
-0.00863247,0.552177,-0.0750298,0.768342,0.517103,0.617964,0.0788446,-0.975144,-0.235197,-0.578552,0.0315848,-1.04082,-0.176401,0.209547,0.347132,0.366641,-0.405981,0.10243,0.596263,-0.394278,
0.0179339,0.554443,-0.0496963,0.796442,0.538303,0.630088,0.0802515,-0.9426,-0.237106,-0.586948,0.0493191,-1.07458,-0.201834,0.232884,0.35138,0.352488,-0.411994,0.11845,0.621693,-0.412293,
0.0644496,0.548395,-0.0611182,0.832707,0.583222,0.631652,0.0473653,-0.969282,-0.261776,-0.563997,0.068157,-1.06674,-0.218791,0.229283,0.330604,0.359072,-0.418712,0.0823713,0.611391,-0.446838,
0.0914457,0.544185,-0.0601947,0.814191,0.554848,0.641718,0.0584356,-0.969395,-0.254871,-0.556875,0.0672701,-1.09066,-0.21318,0.228473,0.3237,0.331817,-0.389337,0.0772509,0.604818,-0.415031,
0.130898,0.542899,-0.0690432,0.795699,0.537346,0.627378,0.0596716,-0.990967,-0.243509,-0.586211,0.0981213,-1.10615,-0.212328,0.241649,0.346344,0.350911,-0.390802,0.0739311,0.617855,-0.429084,
0.141397,0.526137,-0.0435548,0.791001,0.579495,0.650384,0.0784619,-0.970091,-0.209528,-0.567438,0.108463,-1.13424,-0.239966,0.247145,0.320772,0.33112,-0.375477,0.0787512,0.613365,-0.406936,
0.134726,0.540756,-0.0470565,0.74672,0.584548,0.663905,0.0804987,-0.95751,-0.181353,-0.546991,0.125246,-1.14919,-0.254809,0.256277,0.279465,0.359271,-0.351458,0.0764153,0.580667,-0.410265,
0.108847,0.57377,-0.0400598,0.743875,0.601504,0.694469,0.0458046,-0.962556,-0.20944,-0.558351,0.131432,-1.11294,-0.257735,0.234325,0.29775,0.404376,-0.366474,0.0630097,0.578908,-0.454809,
0.122289,0.5524,-0.0311039,0.762067,0.612776,0.704039,0.078681,-0.959411,-0.210329,-0.562919,0.131708,-1.1368,-0.232542,0.211688,0.330287,0.375423,-0.370354,0.0641908,0.559339,-0.41805,
0.124942,0.56429,-0.0136979,0.741331,0.593264,0.707259,0.0865334,-0.960737,-0.224288,-0.540755,0.142105,-1.11555,-0.265318,0.200186,0.326478,0.381829,-0.381122,0.0735093,0.581508,-0.42925,
0.120261,0.592863,-0.0343522,0.756648,0.615847,0.718851,0.0826313,-0.943629,-0.231543,-0.516141,0.118543,-1.13892,-0.267385,0.209514,0.359787,0.371523,-0.379661,0.0459066,0.598347,-0.406801,
0.113873,0.622855,-0.0167009,0.800105,0.618261,0.706163,0.0877639,-0.972928,-0.232113,-0.502998,0.119258,-1.14528,-0.246854,0.218869,0.345943,0.401722,-0.397978,0.041366,0.62517,-0.367951,
0.103596,0.610984,-0.0467281,0.825709,0.646408,0.721892,0.0857979,-0.986865,-0.254227,-0.475147,0.116141,-1.12284,-0.233765,0.238713,0.36508,0.357326,-0.386076,0.0537095,0.627589,-0.375856,
